RA_OBJ DEC_OBJ KEPLERID Quarter EXPOSURE CLUSTER mmd_flux mmd_mag
290.130859375 37.763362884521484 2436291 17.0 24.456802368164062 "NGC 6791" 0.0013569191796705127 0.0014730880502611399
290.130859375 37.734397888183594 2436292 17.0 24.456802368164062 "NGC 6791" 0.0026269126683473587 0.0028520647902041674
290.131103515625 37.73685836791992 2436295 17.0 24.456802368164062 "NGC 6791" 0.09595219045877457 0.10391318798065186
290.1313171386719 37.70977020263672 2436296 17.0 24.456804275512695 "NGC 6791" 0.0020421117078512907 0.0022175356280058622
290.13226318359375 37.72148513793945 2436305 17.0 24.456804275512695 "NGC 6791" 0.0012351159239187837 0.0013409596867859364
290.1324768066406 37.79261779785156 2436308 17.0 24.456802368164062 "NGC 6791" 0.0031197911594063044 0.0033880257979035378
290.1342468261719 37.76443099975586 2436325 17.0 24.456802368164062 "NGC 6791" 0.007073499727994204 0.007682287599891424
290.13446044921875 37.78033447265625 2436326 17.0 24.456802368164062 "NGC 6791" 0.011664587073028088 0.012664034962654114
290.1352844238281 37.78290939331055 2436329 17.0 24.456802368164062 "NGC 6791" 0.0019881397020071745 0.0021582397166639566
290.1361083984375 37.77284622192383 2436332 17.0 24.456802368164062 "NGC 6791" 0.0004792950057890266 0.0005204033222980797
290.13641357421875 37.73473358154297 2436333 17.0 24.456804275512695 "NGC 6791" 0.0010277903638780117 0.0011158729903399944
290.1364440917969 37.70061492919922 2436334 17.0 24.456804275512695 "NGC 6791" 0.00041857693577185273 0.00045448471792042255
290.1365966796875 37.78779983520508 2436335 17.0 24.456802368164062 "NGC 6791" 0.0021910876967012882 0.0023784625809639692
290.13763427734375 37.73043441772461 2436339 17.0 24.456804275512695 "NGC 6791" 0.00382625637575984 0.004153536166995764
290.137451171875 37.704551696777344 2436341 17.0 24.456804275512695 "NGC 6791" 0.0012958518927916884 0.0014069118769839406
290.1379699707031 37.75019073486328 2436344 17.0 24.456802368164062 "NGC 6791" 0.002766495570540428 0.0030029662884771824
290.13824462890625 37.79364013671875 2436345 17.0 24.456802368164062 "NGC 6791" 0.0036116798873990774 0.003920741379261017
290.13909912109375 37.7888298034668 2436350 17.0 24.456802368164062 "NGC 6791" 0.0027409293688833714 0.0029748373199254274
290.1387939453125 37.71603775024414 2436351 17.0 24.456804275512695 "NGC 6791" 0.0021344535052776337 0.0023174206726253033
290.13885498046875 37.78337478637695 2436353 17.0 24.456802368164062 "NGC 6791" 0.0022975290194153786 0.0024941377341747284
290.13983154296875 37.781211853027344 2436364 17.0 24.456802368164062 "NGC 6791" 0.0013434924185276031 0.0014586081961169839
290.1400451660156 37.722129821777344 2436365 17.0 24.456804275512695 "NGC 6791" 0.0007042282377369702 0.0007647026213817298
290.14031982421875 37.750118255615234 2436367 17.0 24.456802368164062 "NGC 6791" 0.0019047632813453674 0.0020683198235929012
290.14031982421875 37.77124786376953 2436368 17.0 24.456802368164062 "NGC 6791" 0.0013305003521963954 0.0014445504639297724
290.14044189453125 37.794986724853516 2436369 17.0 24.456802368164062 "NGC 6791" 0.006968364585191011 0.0075675067491829395
290.1406555175781 37.74557113647461 2436370 17.0 24.456802368164062 "NGC 6791" 0.0014258113224059343 0.001548158354125917
290.1416931152344 37.734188079833984 2436376 17.0 24.456804275512695 "NGC 6791" 0.0007439242908731103 0.0008076824015006423
290.1426086425781 37.77374267578125 2436384 17.0 24.456802368164062 "NGC 6791" 0.0016019567847251892 0.0017398226773366332
290.142822265625 37.76231002807617 2436386 17.0 24.456802368164062 "NGC 6791" 0.0014385008253157139 0.0015619854675605893
290.1427917480469 37.75038528442383 2436387 17.0 24.456802368164062 "NGC 6791" 0.0018425071612000465 0.0020001877564936876
290.142822265625 37.79627227783203 2436390 17.0 24.456802368164062 "NGC 6791" 0.010025604628026485 0.01088856440037489
290.1431579589844 37.716217041015625 2436395 17.0 24.456804275512695 "NGC 6791" 0.002990580862388015 0.0032470494043082
290.1436462402344 37.73414993286133 2436397 17.0 24.456804275512695 "NGC 6791" 0.0007752695237286389 0.000841761298943311
290.1439514160156 37.771419525146484 2436403 17.0 24.456802368164062 "NGC 6791" 0.00356851052492857 0.0038758027367293835
290.144287109375 37.78645706176758 2436408 17.0 24.456802368164062 "NGC 6791" 0.002302922774106264 0.002500233007594943
290.1446838378906 37.751686096191406 2436414 17.0 24.456802368164062 "NGC 6791" 0.006511435378342867 0.00706420186907053
290.1452331542969 37.77498245239258 2436417 17.0 24.456802368164062 "NGC 6791" 0.0005178839201107621 0.0005623472388833761
290.1455078125 37.7598876953125 2436418 17.0 24.456802368164062 "NGC 6791" 0.002004804089665413 0.002177255228161812
290.1454772949219 37.700313568115234 2436419 17.0 24.456804275512695 "NGC 6791" 0.018509788438677788 0.020104095339775085
290.1457214355469 37.76454162597656 2436421 17.0 24.456802368164062 "NGC 6791" 0.0004879953048657626 0.0005298802279867232
290.14581298828125 37.718727111816406 2436422 17.0 24.456804275512695 "NGC 6791" 0.002337564481422305 0.002537734340876341
290.1470947265625 37.793434143066406 2436431 17.0 24.456802368164062 "NGC 6791" 0.0021282625384628773 0.002310139127075672
290.147216796875 37.79483413696289 2436433 17.0 24.456802368164062 "NGC 6791" 0.0019452252890914679 0.00211189198307693
290.14752197265625 37.71055221557617 2436435 17.0 24.456804275512695 "NGC 6791" 0.0014350994024425745 0.0015583740314468741
290.14825439453125 37.701683044433594 2436443 17.0 24.456804275512695 "NGC 6791" 0.0016724931774660945 0.0018157729646191
290.1483459472656 37.76858139038086 2436445 17.0 24.456802368164062 "NGC 6791" 0.0012610615231096745 0.0013691607164219022
290.148681640625 37.76338195800781 2436449 17.0 24.456802368164062 "NGC 6791" 0.0014672616962343454 0.0015925406478345394
290.1494140625 37.7811393737793 2436458 17.0 24.456802368164062 "NGC 6791" 0.0004929471760988235 0.000535207218490541
290.1497497558594 37.786842346191406 2436459 17.0 24.456802368164062 "NGC 6791" 0.003130461787804961 0.0033983029425144196
290.1498107910156 37.75416564941406 2436460 17.0 24.456802368164062 "NGC 6791" 0.0010830984683707356 0.00117576087359339
290.1502380371094 37.77615737915039 2436462 17.0 24.456802368164062 "NGC 6791" 0.0018681607907637954 0.002027821494266391
290.1505432128906 37.70826721191406 2436470 17.0 24.456804275512695 "NGC 6791" 0.0006264335825107992 0.0006801247363910079
290.1512451171875 37.79457092285156 2436475 17.0 24.456802368164062 "NGC 6791" 0.0034175924956798553 0.0037098785396665335
290.1515197753906 37.702571868896484 2436476 17.0 24.456804275512695 "NGC 6791" 0.0014890547608956695 0.0016167579451575875
290.1520690917969 37.78428268432617 2436482 17.0 24.456802368164062 "NGC 6791" 0.0024992104154080153 0.002713175257667899
290.1542663574219 37.715999603271484 2436495 17.0 24.456804275512695 "NGC 6791" 0.0032733152620494366 0.0035531797911971807
290.15478515625 37.763633728027344 2436502 17.0 24.456802368164062 "NGC 6791" 0.0008589957724325359 0.0009326037834398448
290.1549377441406 37.72149658203125 2436503 17.0 24.456804275512695 "NGC 6791" 0.001778193167410791 0.00193033239338547
290.1555480957031 37.79664993286133 2436513 17.0 24.456802368164062 "NGC 6791" 0.0077472892589867115 0.008408437483012676
290.1558532714844 37.75343322753906 2436517 17.0 24.456802368164062 "NGC 6791" 0.0010187503648921847 0.001106190960854292
290.1564636230469 37.776737213134766 2436526 17.0 24.456802368164062 "NGC 6791" 0.00188936828635633 0.0020512558985501528
290.15679931640625 37.778141021728516 2436531 17.0 24.456802368164062 "NGC 6791" 0.0015237937914207578 0.001654534018598497
290.1569519042969 37.79274368286133 2436532 17.0 24.456802368164062 "NGC 6791" 0.0017204296309500933 0.0018681049114093184
290.15704345703125 37.72576904296875 2436533 17.0 24.456804275512695 "NGC 6791" 0.0007958175847306848 0.0008640270098112524
290.15765380859375 37.7569580078125 2436540 17.0 24.456802368164062 "NGC 6791" 0.0004608435556292534 0.0005003067781217396
290.157958984375 37.797889709472656 2436541 17.0 24.456802368164062 "NGC 6791" 0.0037840274162590504 0.004108342807739973
290.1578369140625 37.730865478515625 2436542 17.0 24.456804275512695 "NGC 6791" 0.0015592812560498714 0.0016930197598412633
290.1578674316406 37.746971130371094 2436543 17.0 24.456802368164062 "NGC 6791" 0.0004705273313447833 0.0005109632620587945
290.15850830078125 37.743133544921875 2436550 17.0 24.456804275512695 "NGC 6791" 0.005971414968371391 0.006487681530416012
290.15863037109375 37.75908279418945 2436556 17.0 24.456802368164062 "NGC 6791" 0.0017472663894295692 0.0018967612413689494
290.15887451171875 37.70890808105469 2436560 17.0 24.456804275512695 "NGC 6791" 0.0029518790543079376 0.003205432090908289
290.1590881347656 37.793800354003906 2436561 17.0 24.456802368164062 "NGC 6791" 0.0015458926791325212 0.0016783708706498146
290.1592712402344 37.795894622802734 2436565 17.0 24.456802368164062 "NGC 6791" 0.0022953401785343885 0.00249149720184505
290.1594543457031 37.791263580322266 2436566 17.0 24.456802368164062 "NGC 6791" 0.0024392243940383196 0.0026484413538128138
290.1594543457031 37.78428649902344 2436567 17.0 24.456802368164062 "NGC 6791" 0.0015424488810822368 0.0016749107744544744
290.1597595214844 37.747230529785156 2436569 17.0 24.456802368164062 "NGC 6791" 0.0006738367956131697 0.000731638865545392
290.1598205566406 37.782081604003906 2436572 17.0 24.456802368164062 "NGC 6791" 0.003236838150769472 0.0035151138436049223
290.1601867675781 37.768821716308594 2436576 17.0 24.456802368164062 "NGC 6791" 0.0016009758692234755 0.0017377403564751148
290.1609191894531 37.70745849609375 2436582 17.0 24.456804275512695 "NGC 6791" 0.001580374431796372 0.001715583959594369
290.16094970703125 37.75921630859375 2436583 17.0 24.456802368164062 "NGC 6791" 0.0015882247826084495 0.0017245059134438634
290.1614685058594 37.7744026184082 2436585 17.0 24.456802368164062 "NGC 6791" 0.0011826889822259545 0.001283859251998365
290.161376953125 37.73228073120117 2436586 17.0 24.456804275512695 "NGC 6791" 0.003950845915824175 0.004288629163056612
290.1614990234375 37.75302505493164 2436587 17.0 24.456802368164062 "NGC 6791" 0.005476020742207766 0.005944855511188507
290.1616516113281 37.748069763183594 2436589 17.0 24.456804275512695 "NGC 6791" 0.002090117894113064 0.002269558608531952
290.1619567871094 37.776920318603516 2436590 17.0 24.456802368164062 "NGC 6791" 0.0019279157277196646 0.0020936359651386738
290.16192626953125 37.7956428527832 2436591 17.0 24.456802368164062 "NGC 6791" 0.0042207203805446625 0.004583432804793119
290.16180419921875 37.722381591796875 2436592 17.0 24.456804275512695 "NGC 6791" 0.004287510644644499 0.004655173514038324
290.1618347167969 37.74296951293945 2436593 17.0 24.456804275512695 "NGC 6791" 0.0004898717161267996 0.0005318813491612673
290.1625061035156 37.774696350097656 2436599 17.0 24.456802368164062 "NGC 6791" 0.001368780038319528 0.0014861224917694926
290.1626892089844 37.71536636352539 2436600 17.0 24.456804275512695 "NGC 6791" 0.002233288250863552 0.002425233833491802
290.1628112792969 37.790523529052734 2436602 17.0 24.456802368164062 "NGC 6791" 0.0020070080645382404 0.002178613794967532
290.1628723144531 37.78386306762695 2436603 17.0 24.456802368164062 "NGC 6791" 0.0022585815750062466 0.002452236833050847
290.1631164550781 37.77019500732422 2436604 17.0 24.456802368164062 "NGC 6791" 0.0025666463188827038 0.0027866854798048735
290.1634521484375 37.74370574951172 2436608 17.0 24.456804275512695 "NGC 6791" 0.0005647512734867632 0.0006131951231509447
290.1635437011719 37.747623443603516 2436609 17.0 24.456804275512695 "NGC 6791" 0.0014056051149964333 0.0015260184882208705
290.1643371582031 37.781761169433594 2436614 17.0 24.456802368164062 "NGC 6791" 0.004947959911078215 0.00537165766581893
290.1644287109375 37.797325134277344 2436617 17.0 24.456802368164062 "NGC 6791" 0.00304966839030385 0.0033109039068222046
290.1647033691406 37.75728225708008 2436619 17.0 24.456802368164062 "NGC 6791" 0.0021875305101275444 0.0023747864179313183
290.1647644042969 37.79375457763672 2436621 17.0 24.456802368164062 "NGC 6791" 0.0015424713492393494 0.0016742382431402802
290.16485595703125 37.73795700073242 2436622 17.0 24.456804275512695 "NGC 6791" 0.0017247749492526054 0.0018727157730609179
290.1649475097656 37.7872314453125 2436623 17.0 24.456802368164062 "NGC 6791" 0.0026286179199814796 0.0028542829677462578
290.1653137207031 37.7598762512207 2436627 17.0 24.456802368164062 "NGC 6791" 0.0023661386221647263 0.0025689529720693827
290.1654968261719 37.785457611083984 2436629 17.0 24.456802368164062 "NGC 6791" 0.0017654253169894218 0.0019166108686476946
290.16583251953125 37.71101760864258 2436632 17.0 24.456804275512695 "NGC 6791" 0.003643188625574112 0.003957211039960384
290.1658935546875 37.70909118652344 2436636 17.0 24.456804275512695 "NGC 6791" 0.004543713293969631 0.0049350629560649395
290.16632080078125 37.76486587524414 2436642 17.0 24.456802368164062 "NGC 6791" 0.0038275180850178003 0.004154399037361145
290.1667175292969 37.79410934448242 2436644 17.0 24.456802368164062 "NGC 6791" 0.0026993537321686745 0.0029295627027750015
290.1669921875 37.754817962646484 2436653 17.0 24.456802368164062 "NGC 6791" 0.002723690355196595 0.0029580104164779186
290.1670227050781 37.7186279296875 2436655 17.0 24.456804275512695 "NGC 6791" 0.002098361263051629 0.002278299070894718
290.1686706542969 37.78511428833008 2436666 17.0 24.456802368164062 "NGC 6791" 0.0012496119597926736 0.0013564808759838343
290.1695861816406 37.71340560913086 2436675 17.0 24.456804275512695 "NGC 6791" 0.001490514143370092 0.0016178967198356986
290.1697082519531 37.79117202758789 2436676 17.0 24.456802368164062 "NGC 6791" 0.0006702332757413387 0.0007277582189999521
290.1701965332031 37.77268600463867 2436682 17.0 24.456802368164062 "NGC 6791" 0.0004284983151592314 0.00046526541700586677
290.17059326171875 37.742523193359375 2436685 17.0 24.456804275512695 "NGC 6791" 0.0016726178582757711 0.00181588192936033
290.1709289550781 37.71738815307617 2436688 17.0 24.456804275512695 "NGC 6791" 0.0005591386579908431 0.0006071049137972295
290.17108154296875 37.77465057373047 2436689 17.0 24.456802368164062 "NGC 6791" 0.0015801347326487303 0.0017158942064270377
290.1712951660156 37.730918884277344 2436690 17.0 24.456804275512695 "NGC 6791" 0.0020128018222749233 0.002184824552386999
290.17169189453125 37.77075958251953 2436695 17.0 24.456802368164062 "NGC 6791" 0.0009386293822899461 0.0010191727196797729
290.1719055175781 37.78289031982422 2436699 17.0 24.456802368164062 "NGC 6791" 0.0007125241099856794 0.0007736379047855735
290.17193603515625 37.776710510253906 2436701 17.0 24.456802368164062 "NGC 6791" 0.0016128814313560724 0.0017513398779556155
290.1724548339844 37.72464370727539 2436704 17.0 24.456804275512695 "NGC 6791" 0.0017817046027630568 0.0019344547763466835
290.1723937988281 37.76224136352539 2436708 17.0 24.456802368164062 "NGC 6791" 0.0016497860196977854 0.0017913898918777704
290.1724548339844 37.76901626586914 2436710 17.0 24.456802368164062 "NGC 6791" 0.0025742959696799517 0.002795395441353321
290.1727294921875 37.7308235168457 2436713 17.0 24.456804275512695 "NGC 6791" 0.0011116937967017293 0.0012070733355358243
290.17279052734375 37.78463363647461 2436715 17.0 24.456802368164062 "NGC 6791" 0.0008317378233186901 0.000903237028978765
290.17279052734375 37.748477935791016 2436716 17.0 24.456804275512695 "NGC 6791" 0.0025950002018362284 0.0028166864067316055
290.1733093261719 37.764686584472656 2436719 17.0 24.456802368164062 "NGC 6791" 0.004080140497535467 0.0044320146553218365
290.1737976074219 37.76617431640625 2436722 17.0 24.456802368164062 "NGC 6791" 0.003268740838393569 0.0035496484488248825
290.1741943359375 37.70602035522461 2436724 17.0 24.456804275512695 "NGC 6791" 0.0020777801983058453 0.0022564344108104706
290.17431640625 37.73005676269531 2436726 17.0 24.456804275512695 "NGC 6791" 0.0011636919807642698 0.0012632461730390787
290.1742858886719 37.774261474609375 2436728 17.0 24.456802368164062 "NGC 6791" 0.002190925646573305 0.00237861555069685
